Address,Price,Parcel,Date
3622 Sabertooth Trl,223500,60811404122,2002-11-01
3625 Sabertooth Trl,224000,60811408124,2016-03-01
3625 Sabertooth Trl,206000,60811408124,2005-12-01
3625 Sabertooth Trl,174900,60811408124,2003-03-01
3629 Sabertooth Trl,195000,60811408116,2013-03-01
3629 Sabertooth Trl,171200,60811408116,2002-11-01
3633 Sabertooth Trl,161800,60811408108,2002-11-01
3637 Sabertooth Trl,144000,60811408091,2003-10-01
3641 Sabertooth Trl,222500,60811408083,2006-06-01
3641 Sabertooth Trl,198500,60811408083,2004-03-01
3645 Sabertooth Trl,270000,60811408075,2017-05-01
3645 Sabertooth Trl,198000,60811408075,2011-01-01
3645 Sabertooth Trl,195000,60811408075,2004-06-01
3645 Sabertooth Trl,177400,60811408075,2003-11-01
3649 Sabertooth Trl,214500,60811408067,2007-07-01
3649 Sabertooth Trl,152200,60811408067,2003-11-01
3650 Sabertooth Trl,262500,60811407069,2017-10-01
3650 Sabertooth Trl,237500,60811407069,2016-08-01
3650 Sabertooth Trl,222500,60811407069,2007-07-01
3650 Sabertooth Trl,192200,60811407069,2004-02-01
3653 Sabertooth Trl,203500,60811408059,2004-03-01
3654 Sabertooth Trl,248000,60811407077,2012-04-01
3654 Sabertooth Trl,253000,60811407077,2009-08-01
3654 Sabertooth Trl,214000,60811407077,2003-10-01
3657 Sabertooth Trl,144000,60811408041,2003-10-01
3661 Sabertooth Trl,229000,60811408033,2015-05-01
3661 Sabertooth Trl,209500,60811408033,2013-03-01
3661 Sabertooth Trl,217500,60811408033,2008-03-01
3661 Sabertooth Trl,220000,60811408033,2005-12-01
3661 Sabertooth Trl,178600,60811408033,2003-10-01
3662 Sabertooth Trl,280000,60811407085,2016-07-01
3662 Sabertooth Trl,192700,60811407085,2003-09-01
3664 Sabertooth Trl,190400,60811407093,2003-09-01
3665 Sabertooth Trl,164400,60811408025,2003-08-01
3669 Sabertooth Trl,197000,60811408017,2013-06-01
3669 Sabertooth Trl,149900,60811408017,2003-10-01
3670 Sabertooth Trl,257000,60811407100,2015-09-01
3670 Sabertooth Trl,244500,60811407100,2008-01-01
3670 Sabertooth Trl,185200,60811407100,2003-09-01
7301 Secret Bluff Dr,213400,60811407051,2003-11-01
7302 Secret Bluff Dr,171400,60811406152,2003-10-01
7306 Secret Bluff Dr,158200,60811406144,2003-12-01
7309 Secret Bluff Dr,217300,60811407043,2003-10-01
7310 Secret Bluff Dr,187600,60811406136,2004-01-01
7313 Secret Bluff Dr,260000,60811407035,2015-08-01
7313 Secret Bluff Dr,238000,60811407035,2009-05-01
7313 Secret Bluff Dr,191200,60811407035,2004-02-01
7314 Secret Bluff Dr,246000,60811406128,2014-08-01
7314 Secret Bluff Dr,228500,60811406128,2011-06-01
7314 Secret Bluff Dr,209400,60811406128,2003-12-01
7317 Secret Bluff Dr,205000,60811407027,2003-09-01
7318 Secret Bluff Dr,260000,60811406110,2015-08-01
7318 Secret Bluff Dr,236000,60811406110,2006-02-01
7318 Secret Bluff Dr,200300,60811406110,2003-12-01
7322 Secret Bluff Dr,186000,60811406102,2010-04-01
7322 Secret Bluff Dr,161600,60811406102,2004-03-01
7325 Secret Bluff Dr,243000,60811407019,2015-04-01
7325 Secret Bluff Dr,214100,60811407019,2003-11-01
7326 Secret Bluff Dr,232000,60811406095,2012-12-01
7326 Secret Bluff Dr,196300,60811406095,2003-10-01
7402 Secret Bluff Dr,255000,60811304091,2009-06-01
7402 Secret Bluff Dr,217500,60811304091,2003-12-01
7406 Secret Bluff Dr,277300,60811304108,2003-11-01
7410 Secret Bluff Dr,250200,60811304116,2003-10-01
7413 Secret Bluff Dr,234000,60811303134,2015-02-01
7413 Secret Bluff Dr,230000,60811303134,2014-07-01
7413 Secret Bluff Dr,229900,60811303134,2006-02-01
7413 Secret Bluff Dr,229900,60811303134,2006-11-01
7413 Secret Bluff Dr,203600,60811303134,2004-03-01
7414 Secret Bluff Dr,246000,60811304124,2003-10-01
7418 Secret Bluff Dr,319200,60811304132,2010-04-01
7418 Secret Bluff Dr,298100,60811304132,2003-09-01
7421 Secret Bluff Dr,288000,60811303126,2016-03-01
7421 Secret Bluff Dr,271000,60811303126,2005-03-01
7422 Secret Bluff Dr,375000,60811304140,2017-05-01
7422 Secret Bluff Dr,359900,60811304140,2015-05-01
7422 Secret Bluff Dr,346000,60811304140,2010-05-01
7422 Secret Bluff Dr,341700,60811304140,2003-11-01
7425 Secret Bluff Dr,249300,60811303118,2004-03-01
7426 Secret Bluff Dr,325800,60811304158,2003-09-01
3625 Serenity Trl,252000,60811416317,2013-08-01
3629 Serenity Trl,299500,60811416325,2017-06-01
3629 Serenity Trl,246000,60811416325,2015-09-01
3629 Serenity Trl,224000,60811416325,2011-04-01
3638 Serenity Trl,220000,60811418082,2017-04-01
3638 Serenity Trl,175000,60811418082,2013-10-01
3638 Serenity Trl,191000,60811418082,2007-07-01
3506 Stonebridge Dr,210500,60811402150,2003-07-01
3510 Stonebridge Dr,270400,60811402168,2016-03-01
3510 Stonebridge Dr,234000,60811402168,2010-12-01
3514 Stonebridge Dr,203000,60811402176,2013-11-01
3514 Stonebridge Dr,212000,60811402176,2009-06-01
3514 Stonebridge Dr,207000,60811402176,2007-09-01
3514 Stonebridge Dr,199900,60811402176,2003-12-01
3518 Stonebridge Dr,242900,60811402184,2016-10-01
3522 Stonebridge Dr,237500,60811402192,2010-05-01
3522 Stonebridge Dr,219000,60811402192,2004-04-01
3522 Stonebridge Dr,206900,60811402192,2003-01-01
3522 Stonebridge Dr,209900,60811402192,2002-07-01
3525 Stonebridge Dr,273500,60811403158,2017-01-01
3526 Stonebridge Dr,230000,60811402209,2014-04-01
3526 Stonebridge Dr,204500,60811402209,2003-06-01
3529 Stonebridge Dr,254000,60811403140,2008-06-01
3530 Stonebridge Dr,209900,60811402217,2013-06-01
3530 Stonebridge Dr,222000,60811402217,2007-08-01
3533 Stonebridge Dr,235000,60811403132,2016-07-01
3533 Stonebridge Dr,202500,60811403132,2010-10-01
3537 Stonebridge Dr,225000,60811403124,2004-08-01
3610 Stonebridge Dr,222000,60811415129,2015-09-01
3610 Stonebridge Dr,173500,60811415129,2003-05-01
3614 Stonebridge Dr,198900,60811415137,2009-10-01
3614 Stonebridge Dr,199000,60811415137,2005-05-01
3614 Stonebridge Dr,159000,60811415137,2003-05-01
3618 Stonebridge Dr,211000,60811415145,2014-11-01
3618 Stonebridge Dr,170000,60811415145,2003-05-01
3626 Stonebridge Dr,189900,60811415161,2007-06-01
3626 Stonebridge Dr,177700,60811415161,2004-09-01
3630 Stonebridge Dr,189900,60811415179,2005-05-01
3650 Stonebridge Dr,230400,60811415244,2007-01-01
3654 Stonebridge Dr,272804,60811415252,2007-08-01
3701 Stonebridge Dr,265109,60811426019,2007-03-01
3702 Stonebridge Dr,270000,60811427116,2017-04-01
3702 Stonebridge Dr,233000,60811427116,2014-10-01
3702 Stonebridge Dr,238809,60811427116,2006-04-01
3705 Stonebridge Dr,219500,60811426027,2009-05-01
3705 Stonebridge Dr,223319,60811426027,2006-06-01
3706 Stonebridge Dr,225000,60811427108,2014-06-01
3706 Stonebridge Dr,239492,60811427108,2006-05-01
3709 Stonebridge Dr,277500,60811426035,2017-02-01
3709 Stonebridge Dr,247500,60811426035,2013-02-01
3709 Stonebridge Dr,265000,60811426035,2010-06-01
3709 Stonebridge Dr,264900,60811426035,2006-06-01
3710 Stonebridge Dr,227000,60811427091,2014-04-01
3710 Stonebridge Dr,234428,60811427091,2006-07-01
3713 Stonebridge Dr,258000,60811426043,2010-05-01
3713 Stonebridge Dr,271500,60811426043,2006-09-01
3714 Stonebridge Dr,256000,60811427083,2017-08-01
3714 Stonebridge Dr,220900,60811427083,2006-07-01
3717 Stonebridge Dr,224249,60811426051,2006-05-01
3718 Stonebridge Dr,260000,60811427075,2015-05-01
3718 Stonebridge Dr,255600,60811427075,2006-01-01
3801 Stonebridge Dr,217000,60811423106,2013-04-01
3801 Stonebridge Dr,237900,60811423106,2006-04-01
3802 Stonebridge Dr,260000,60811431042,2017-06-01
3802 Stonebridge Dr,229900,60811431042,2006-04-01
3805 Stonebridge Dr,234000,60811423114,2006-07-01
3806 Stonebridge Dr,229900,60811431034,2005-12-01
3809 Stonebridge Dr,221000,60811423122,2014-08-01
3809 Stonebridge Dr,229900,60811423122,2006-07-01
3810 Stonebridge Dr,250200,60811431026,2005-12-01
3813 Stonebridge Dr,275000,60811423130,2016-08-01
3813 Stonebridge Dr,228000,60811423130,2013-09-01
3813 Stonebridge Dr,255900,60811423130,2007-01-01
3814 Stonebridge Dr,278000,60811431018,2016-06-01
3814 Stonebridge Dr,233800,60811431018,2006-03-01
3817 Stonebridge Dr,218100,60811423148,2017-08-01
3817 Stonebridge Dr,174250,60811423148,2015-02-01
3817 Stonebridge Dr,193900,60811423148,2006-07-01
3818 Stonebridge Dr,220000,60811430044,2012-05-01
3818 Stonebridge Dr,245900,60811430044,2006-06-01
3821 Stonebridge Dr,261260,60811423156,2006-09-01
3822 Stonebridge Dr,217000,60811430036,2016-07-01
3822 Stonebridge Dr,195900,60811430036,2006-05-01
3825 Stonebridge Dr,254900,60811423164,2014-07-01
3825 Stonebridge Dr,270000,60811423164,2006-04-01
3826 Stonebridge Dr,249900,60811430028,2005-12-01
3829 Stonebridge Dr,284900,60811423172,2009-10-01
3830 Stonebridge Dr,255000,60811430010,2015-01-01
3830 Stonebridge Dr,249952,60811430010,2006-08-01
1 Timber Run Ct,231000,60811416250,2010-07-01
1 Timber Run Ct,238000,60811416250,2006-06-01
1 Timber Run Ct,186800,60811416250,2002-05-01
5 Timber Run Ct,253000,60811416242,2010-04-01
6401 Tonkinese Trl,219000,60812406094,2011-11-01
6401 Tonkinese Trl,193700,60812406094,2002-09-01
6406 Tonkinese Trl,235000,60812404262,2015-12-01
6406 Tonkinese Trl,166900,60812404262,2002-08-01
6410 Tonkinese Trl,217000,60812404270,2013-03-01
6410 Tonkinese Trl,223500,60812404270,2007-11-01
6410 Tonkinese Trl,160900,60812404270,2002-04-01
6413 Tonkinese Trl,225500,60812406086,2013-07-01
6413 Tonkinese Trl,162900,60812406086,2002-03-01
6414 Tonkinese Trl,204400,60812404288,2002-08-01
6417 Tonkinese Trl,191500,60812406078,2013-03-01
6417 Tonkinese Trl,245000,60812406078,2006-05-01
6417 Tonkinese Trl,200000,60812406078,2004-12-01
6417 Tonkinese Trl,164900,60812406078,2002-03-01
6418 Tonkinese Trl,245000,60812404296,2005-05-01
6418 Tonkinese Trl,189900,60812404296,2002-01-01
6421 Tonkinese Trl,222000,60812406060,2016-02-01
6421 Tonkinese Trl,230000,60812406060,2016-04-01
6421 Tonkinese Trl,220000,60812406060,2013-11-01
6421 Tonkinese Trl,159900,60812406060,2002-05-01
6422 Tonkinese Trl,173800,60812404303,2002-05-01
6425 Tonkinese Trl,233000,60812406052,2009-09-01
6425 Tonkinese Trl,244000,60812406052,2005-08-01
6425 Tonkinese Trl,198900,60812406052,2002-03-01
6426 Tonkinese Trl,217000,60812404311,2013-04-01
6426 Tonkinese Trl,174100,60812404311,2002-06-01
6429 Tonkinese Trl,245000,60812406044,2005-10-01
6429 Tonkinese Trl,187000,60812406044,2002-07-01
6430 Tonkinese Trl,265000,60812404329,2013-04-01
6430 Tonkinese Trl,253000,60812404329,2008-07-01
6430 Tonkinese Trl,179900,60812404329,2002-03-01
6433 Tonkinese Trl,172000,60812406036,2002-11-01
6437 Tonkinese Trl,273500,60812406028,2017-06-01
6437 Tonkinese Trl,229900,60812406028,2015-06-01
6438 Tonkinese Trl,211000,60812404345,2007-06-01
6438 Tonkinese Trl,194900,60812404345,2002-03-01
6441 Tonkinese Trl,228500,60812406010,2007-04-01
6441 Tonkinese Trl,160800,60812406010,2002-02-01
6442 Tonkinese Trl,250000,60812404353,2014-11-01
6442 Tonkinese Trl,205000,60812404353,2002-09-01
6449 Tonkinese Trl,213500,60812305171,2011-11-01
6449 Tonkinese Trl,228000,60812305171,2006-02-01
6450 Tonkinese Trl,235000,60812404014,2015-08-01
6450 Tonkinese Trl,238000,60812404014,2006-06-01
6453 Tonkinese Trl,220000,60812305163,2007-07-01
6453 Tonkinese Trl,177800,60812305163,2002-10-01
3602 Turning Leaf Dr,294700,60811304075,2014-07-01
3602 Turning Leaf Dr,247600,60811304075,2002-10-01
3606 Turning Leaf Dr,261500,60811304083,2002-07-01
3614 Turning Leaf Dr,220000,60811303019,2013-04-01
3614 Turning Leaf Dr,173900,60811303019,2003-11-01
3617 Turning Leaf Dr,222800,60811407176,2004-06-01
3618 Turning Leaf Dr,241000,60811303027,2006-07-01
3618 Turning Leaf Dr,259900,60811303027,2004-12-01
3621 Turning Leaf Dr,173400,60811407168,2003-09-01
3622 Turning Leaf Dr,255000,60811303035,2011-04-01
3622 Turning Leaf Dr,272100,60811303035,2004-06-01
3625 Turning Leaf Dr,237500,60811407150,2012-09-01
3625 Turning Leaf Dr,248800,60811407150,2003-11-01
3626 Turning Leaf Dr,287500,60811303043,2014-06-01
3626 Turning Leaf Dr,268000,60811303043,2011-07-01
3626 Turning Leaf Dr,274000,60811303043,2008-08-01
3626 Turning Leaf Dr,264900,60811303043,2003-09-01
3629 Turning Leaf Dr,235000,60811407142,2013-03-01
3629 Turning Leaf Dr,244900,60811407142,2008-08-01
3629 Turning Leaf Dr,179000,60811407142,2004-01-01
3630 Turning Leaf Dr,300000,60811303051,2016-05-01
3630 Turning Leaf Dr,289000,60811303051,2013-05-01
3630 Turning Leaf Dr,285000,60811303051,2008-08-01
3630 Turning Leaf Dr,304800,60811303051,2004-07-01
3633 Turning Leaf Dr,204000,60811407134,2005-12-01
3633 Turning Leaf Dr,182600,60811407134,2003-11-01
3634 Turning Leaf Dr,248000,60811303069,2009-08-01
3634 Turning Leaf Dr,224000,60811303069,2003-12-01
3637 Turning Leaf Dr,210000,60811407126,2010-06-01
3637 Turning Leaf Dr,209900,60811407126,2004-04-01
3638 Turning Leaf Dr,205700,60811303077,2003-09-01
3641 Turning Leaf Dr,197500,60811407118,2003-10-01
6306 Urich Ter,247000,60812405583,2010-04-01
6306 Urich Ter,178900,60812405583,2002-06-01
6309 Urich Ter,173900,60812404197,2002-06-01
6310 Urich Ter,255000,60812405591,2010-06-01
6310 Urich Ter,177400,60812405591,2002-01-01
6314 Urich Ter,215900,60812405608,2013-05-01
6314 Urich Ter,169600,60812405608,2002-05-01
6317 Urich Ter,174800,60812404189,2002-09-01
6318 Urich Ter,259900,60812405616,2015-08-01
6318 Urich Ter,237500,60812405616,2007-03-01
6318 Urich Ter,192600,60812405616,2002-01-01
6322 Urich Ter,202800,60812405624,2002-04-01
6325 Urich Ter,171000,60812404171,2002-09-01
6329 Urich Ter,177700,60812404163,2002-06-01
6333 Urich Ter,211000,60812404155,2014-12-01
6333 Urich Ter,159900,60812404155,2002-04-01
6338 Urich Ter,250000,60812405632,2014-08-01
6338 Urich Ter,230300,60812405632,2005-12-01
6341 Urich Ter,171200,60812404139,2002-04-01
6345 Urich Ter,203000,60812404121,2002-05-01
6349 Urich Ter,218000,60812404113,2007-03-01
6349 Urich Ter,167600,60812404113,2002-10-01
6350 Urich Ter,224400,60812405640,2006-11-01
6402 Urich Ter,247500,60812405658,2014-07-01
6402 Urich Ter,255000,60812405658,2007-04-01
6405 Urich Ter,240000,60812404098,2017-02-01
6405 Urich Ter,205000,60812404098,2008-04-01
6405 Urich Ter,162900,60812404098,2002-10-01
6417 Urich Ter,236000,60812404064,2014-11-01
6417 Urich Ter,232100,60812404064,2007-04-01
6417 Urich Ter,233600,60812404064,2007-09-01
6421 Urich Ter,165000,60812404056,2002-05-01
6422 Urich Ter,247900,60812405682,2015-09-01
6422 Urich Ter,224000,60812405682,2010-02-01
6422 Urich Ter,219000,60812405682,2005-06-01
6422 Urich Ter,181000,60812405682,2002-06-01
6426 Urich Ter,223700,60812405690,2013-08-01
6426 Urich Ter,181000,60812405690,2003-10-01
6426 Urich Ter,164900,60812405690,2002-03-01
6430 Urich Ter,163700,60812405707,2002-03-01
6434 Urich Ter,225000,60812304313,2012-03-01
6442 Urich Ter,262000,60812304298,2010-03-01
6442 Urich Ter,232000,60812304298,2004-03-01
6446 Urich Ter,265000,60812304280,2016-03-01
6446 Urich Ter,232500,60812304280,2004-11-01
6502 Urich Ter,234500,60812304264,2015-10-01
6502 Urich Ter,210000,60812304264,2012-03-01
6502 Urich Ter,236000,60812304264,2007-07-01
6502 Urich Ter,233900,60812304264,2005-03-01
6505 Urich Ter,196500,60812305155,2013-03-01
6505 Urich Ter,178900,60812305155,2002-04-01
6506 Urich Ter,253500,60812304256,2007-05-01
6514 Urich Ter,179900,60812304230,2003-03-01
6517 Urich Ter,213900,60812305121,2007-07-01
6518 Urich Ter,314000,60812304222,2016-09-01
6518 Urich Ter,275000,60812304222,2011-06-01
6521 Urich Ter,272000,60812305113,2014-05-01
6521 Urich Ter,264000,60812305113,2007-05-01
6521 Urich Ter,239900,60812305113,2004-07-01
6525 Urich Ter,219000,60812305105,2008-05-01
6525 Urich Ter,202700,60812305105,2005-02-01
6525 Urich Ter,184500,60812305105,2002-08-01
6526 Urich Ter,257000,60812304206,2014-06-01
6526 Urich Ter,245000,60812304206,2008-12-01
6530 Urich Ter,227500,60812304199,2010-03-01
6530 Urich Ter,227000,60812304199,2005-01-01
6533 Urich Ter,224900,60812305098,2015-09-01
6533 Urich Ter,219500,60812305098,2007-08-01
6534 Urich Ter,258000,60812304181,2017-09-01
6537 Urich Ter,252000,60812305080,2010-04-01
6537 Urich Ter,254000,60812305080,2007-07-01
6541 Urich Ter,219900,60812305072,2013-08-01
6541 Urich Ter,226000,60812305072,2009-05-01
6541 Urich Ter,224000,60812305072,2006-01-01
6553 Urich Ter,247200,60812305048,2015-07-01
6553 Urich Ter,234000,60812305048,2008-12-01
6553 Urich Ter,232400,60812305048,2007-06-01
6577 Urich Ter,241000,60812305030,2015-11-01
6581 Urich Ter,249900,60812305022,2006-01-01
6581 Urich Ter,222500,60812305022,2004-06-01
6585 Urich Ter,173000,60812305014,2002-06-01
7001 Wildberry Dr,257000,60811418074,2010-06-01
7001 Wildberry Dr,250000,60811418074,2006-08-01
7001 Wildberry Dr,199500,60811418074,2002-10-01
7002 Wildberry Dr,214900,60811417050,2010-03-01
7005 Wildberry Dr,282625,60811418066,2008-11-01
7005 Wildberry Dr,229900,60811418066,2003-08-01
7009 Wildberry Dr,262900,60811418058,2006-07-01
7014 Wildberry Dr,300000,60811417084,2007-05-01
7014 Wildberry Dr,260000,60811417084,2006-06-01
7018 Wildberry Dr,295000,60811417092,2015-02-01
7026 Wildberry Dr,196000,60811417109,2004-01-01
7026 Wildberry Dr,164300,60811417109,2002-02-01
7030 Wildberry Dr,262450,60811417117,2017-11-01
7030 Wildberry Dr,239900,60811417117,2015-05-01
7030 Wildberry Dr,206000,60811417117,2004-07-01
1 Willowbrook Ct,245300,60812319114,2004-08-01
2 Willowbrook Ct,350000,60812319065,2017-05-01
2 Willowbrook Ct,239900,60812319065,2004-02-01
5 Willowbrook Ct,333600,60812319106,2017-09-01
5 Willowbrook Ct,286000,60812319106,2006-03-01
5 Willowbrook Ct,258700,60812319106,2004-06-01
6 Willowbrook Ct,315000,60812319073,2014-07-01
6 Willowbrook Ct,300000,60812319073,2010-06-01
9 Willowbrook Ct,255000,60812319099,2014-10-01
9 Willowbrook Ct,241000,60812319099,2012-06-01
10 Willowbrook Ct,277900,60812319081,2009-09-01
10 Willowbrook Ct,279900,60812319081,2005-09-01
10 Willowbrook Ct,251000,60812319081,2004-03-01
1 Woodcroft Cir,285000,60812307250,2016-08-01
1 Woodcroft Cir,259000,60812307250,2010-06-01
1 Woodcroft Cir,232800,60812307250,2004-07-01
5 Woodcroft Cir,217000,60812307242,2004-08-01
5 Woodcroft Cir,199900,60812307242,2003-06-01
13 Woodcroft Cir,255000,60812307226,2015-11-01
18 Woodcroft Cir,261900,60812307135,2004-05-01
21 Woodcroft Cir,275000,60812307200,2013-07-01
21 Woodcroft Cir,250300,60812307200,2003-09-01
25 Woodcroft Cir,220000,60812307193,2010-10-01
25 Woodcroft Cir,231400,60812307193,2003-09-01
26 Woodcroft Cir,283900,60812307143,2016-10-01
26 Woodcroft Cir,267900,60812307143,2012-06-01
26 Woodcroft Cir,189900,60812307143,2003-02-01
29 Woodcroft Cir,290000,60812307185,2010-12-01
30 Woodcroft Cir,229000,60812307151,2003-06-01
33 Woodcroft Cir,270000,60812307177,2006-04-01
33 Woodcroft Cir,224900,60812307177,2003-03-01
34 Woodcroft Cir,260000,60812307169,2005-03-01
1 Crawling Stone Cir,410000,60802304084,2007-03-01
2 Crawling Stone Cir,325000,60802304175,2016-08-01
2 Crawling Stone Cir,268000,60802304175,2013-08-01
2 Crawling Stone Cir,240000,60802304175,2009-05-01
2 Crawling Stone Cir,255500,60802304175,2005-09-01
5 Crawling Stone Cir,264000,60802304092,2005-07-01
6 Crawling Stone Cir,265000,60802304167,2013-06-01
6 Crawling Stone Cir,258500,60802304167,2006-05-01
6 Crawling Stone Cir,239900,60802304167,2004-12-01
9 Crawling Stone Cir,291600,60802304109,2005-01-01
10 Crawling Stone Cir,282500,60802304159,2012-11-01
10 Crawling Stone Cir,299900,60802304159,2005-10-01
13 Crawling Stone Cir,278000,60802304117,2008-10-01
13 Crawling Stone Cir,309900,60802304117,2004-11-01
14 Crawling Stone Cir,334900,60802304141,2014-08-01
14 Crawling Stone Cir,299000,60802304141,2009-02-01
14 Crawling Stone Cir,360300,60802304141,2005-05-01
17 Crawling Stone Cir,287800,60802304125,2004-10-01
18 Crawling Stone Cir,283500,60802304133,2017-06-01
18 Crawling Stone Cir,285300,60802304133,2004-12-01
7501 Crawling Stone Rd,223000,60802302096,2006-05-01
7501 Crawling Stone Rd,181400,60802302096,2002-05-01
7505 Crawling Stone Rd,256000,60802302103,2015-11-01
7505 Crawling Stone Rd,250000,60802302103,2007-07-01
7509 Crawling Stone Rd,240000,60802302111,2014-07-01
7510 Crawling Stone Rd,170000,60802304042,2002-02-01
7513 Crawling Stone Rd,234000,60802302129,2008-04-01
7513 Crawling Stone Rd,191400,60802302129,2002-04-01
7517 Crawling Stone Rd,267000,60802302137,2009-10-01
7521 Crawling Stone Rd,290000,60802302145,2017-09-01
7521 Crawling Stone Rd,220000,60802302145,2004-01-01
7522 Crawling Stone Rd,262500,60802304050,2013-05-01
7522 Crawling Stone Rd,251000,60802304050,2007-09-01
7526 Crawling Stone Rd,253000,60802304068,2017-10-01
7529 Crawling Stone Rd,275000,60802302161,2005-08-01
7537 Crawling Stone Rd,290000,60802302202,2017-01-01
7537 Crawling Stone Rd,259900,60802302202,2012-06-01
7537 Crawling Stone Rd,275000,60802302202,2006-06-01
7537 Crawling Stone Rd,273900,60802302202,2005-02-01
7601 Crawling Stone Rd,276300,60802302210,2004-04-01
7605 Crawling Stone Rd,273900,60802302228,2004-12-01
7609 Crawling Stone Rd,248100,60802302236,2004-10-01
7610 Crawling Stone Rd,261000,60802304183,2004-09-01
7613 Crawling Stone Rd,290000,60802302244,2010-02-01
7613 Crawling Stone Rd,317000,60802302244,2008-06-01
7613 Crawling Stone Rd,282400,60802302244,2004-12-01
7614 Crawling Stone Rd,254000,60802304191,2005-05-01
7617 Crawling Stone Rd,262400,60802302252,2004-11-01
7618 Crawling Stone Rd,289500,60802304208,2005-05-01
7621 Crawling Stone Rd,277500,60802302260,2004-09-01
7701 Crawling Stone Rd,275000,60802302278,2015-04-01
7701 Crawling Stone Rd,270000,60802302278,2013-07-01
7701 Crawling Stone Rd,294900,60802302278,2004-10-01
7702 Crawling Stone Rd,232800,60802309117,2004-04-01
7705 Crawling Stone Rd,268000,60802302286,2013-04-01
7705 Crawling Stone Rd,261300,60802302286,2005-05-01
7706 Crawling Stone Rd,247800,60802309125,2013-10-01
7706 Crawling Stone Rd,245800,60802309125,2010-03-01
7706 Crawling Stone Rd,264900,60802309125,2005-03-01
7709 Crawling Stone Rd,345000,60802302294,2017-07-01
7709 Crawling Stone Rd,262600,60802302294,2004-08-01
7713 Crawling Stone Rd,280000,60802302301,2008-02-01
7713 Crawling Stone Rd,300200,60802302301,2004-10-01
7714 Crawling Stone Rd,230400,60802309133,2004-09-01
7717 Crawling Stone Rd,327000,60802302319,2005-09-01
7721 Crawling Stone Rd,285000,60802302327,2016-06-01
7721 Crawling Stone Rd,247000,60802302327,2008-06-01
7721 Crawling Stone Rd,259300,60802302327,2004-09-01
7722 Crawling Stone Rd,303000,60802309141,2017-05-01
7722 Crawling Stone Rd,259000,60802309141,2011-05-01
7722 Crawling Stone Rd,263200,60802309141,2005-09-01
7725 Crawling Stone Rd,320000,60802302335,2005-05-01
7726 Crawling Stone Rd,244900,60802309159,2005-10-01
7729 Crawling Stone Rd,258000,60802302343,2008-04-01
7729 Crawling Stone Rd,245100,60802302343,2005-03-01
7730 Crawling Stone Rd,240000,60802309167,2014-04-01
7730 Crawling Stone Rd,240900,60802309167,2006-02-01
7735 Crawling Stone Rd,296900,60802302369,2006-05-01
7736 Crawling Stone Rd,280000,60802309175,2007-07-01
7736 Crawling Stone Rd,275000,60802309175,2006-09-01
7736 Crawling Stone Rd,292200,60802309175,2005-08-01
7739 Crawling Stone Rd,256000,60802302377,2010-07-01
7739 Crawling Stone Rd,267900,60802302377,2005-01-01
5 Glacier Cir,317500,60802309183,2016-07-01
5 Glacier Cir,301000,60802309183,2014-03-01
5 Glacier Cir,300600,60802309183,2005-07-01
6 Glacier Cir,294432,60802309224,2006-03-01
9 Glacier Cir,332900,60802309191,2004-12-01
10 Glacier Cir,400000,60802309216,2015-08-01
10 Glacier Cir,441100,60802309216,2005-01-01
14 Glacier Cir,310000,60802309208,2014-07-01
14 Glacier Cir,342500,60802309208,2004-12-01
2802 Hickory Ridge Rd,229900,60802202056,2010-06-01
2810 Hickory Ridge Rd,238650,60802202064,2010-04-01
2818 Hickory Ridge Rd,279000,60802202072,2017-10-01
2818 Hickory Ridge Rd,242000,60802202072,2014-05-01
2818 Hickory Ridge Rd,229554,60802202072,2010-08-01
2801 Interlaken Pass,295000,60802302385,2010-12-01
2801 Interlaken Pass,315900,60802302385,2006-05-01
2802 Interlaken Pass,280000,60802309232,2008-11-01
2802 Interlaken Pass,306200,60802309232,2006-01-01
2805 Interlaken Pass,265000,60802302393,2010-04-01
2805 Interlaken Pass,291000,60802302393,2005-06-01
2806 Interlaken Pass,287963,60802309240,2006-05-01
2809 Interlaken Pass,313600,60802302400,2005-05-01
2813 Interlaken Pass,299900,60802302418,2007-03-01
2814 Interlaken Pass,259500,60802309258,2013-06-01
2814 Interlaken Pass,281800,60802309258,2005-05-01
2817 Interlaken Pass,336500,60802302426,2005-05-01
2821 Interlaken Pass,500700,60802302434,2005-04-01
2822 Interlaken Pass,314900,60802309266,2017-04-01
2822 Interlaken Pass,252000,60802309266,2013-01-01
2822 Interlaken Pass,243700,60802309266,2005-11-01
2825 Interlaken Pass,374000,60802302442,2014-03-01
2825 Interlaken Pass,408700,60802302442,2005-03-01
2829 Interlaken Pass,290000,60802302450,2014-06-01
2829 Interlaken Pass,244500,60802302450,2011-06-01
2829 Interlaken Pass,292000,60802302450,2005-06-01
2830 Interlaken Pass,263000,60802309274,2013-08-01
2830 Interlaken Pass,269900,60802309274,2007-11-01
2830 Interlaken Pass,249700,60802309274,2005-11-01
2833 Interlaken Pass,295000,60802302468,2008-09-01
2833 Interlaken Pass,325700,60802302468,2005-05-01
2834 Interlaken Pass,260000,60802309282,2013-08-01
2834 Interlaken Pass,303400,60802309282,2005-11-01
2837 Interlaken Pass,350000,60802302476,2016-08-01
2837 Interlaken Pass,300000,60802302476,2013-09-01
2837 Interlaken Pass,295000,60802302476,2005-06-01
