Address,Price,Parcel,Date
1502 Glacier Hill Dr,170000,81034102038,2002-11-01
1506 Glacier Hill Dr,225000,81034102020,2017-08-01
1506 Glacier Hill Dr,176000,81034102020,2013-09-01
5102 Golden Leaf Trl,233000,81034414087,2008-08-01
5102 Golden Leaf Trl,239900,81034414087,2004-08-01
5106 Golden Leaf Trl,305000,81034414079,2017-07-01
5106 Golden Leaf Trl,261400,81034414079,2004-05-01
5110 Golden Leaf Trl,277000,81034414061,2016-05-01
5110 Golden Leaf Trl,278000,81034414061,2007-07-01
5110 Golden Leaf Trl,299300,81034414061,2004-07-01
5114 Golden Leaf Trl,280000,81034414053,2010-08-01
5114 Golden Leaf Trl,256000,81034414053,2003-12-01
5121 Golden Leaf Trl,180000,81034408238,2004-03-01
5125 Golden Leaf Trl,284000,81034408246,2015-07-01
5125 Golden Leaf Trl,245000,81034408246,2010-05-01
5125 Golden Leaf Trl,247000,81034408246,2004-10-01
5125 Golden Leaf Trl,190000,81034408246,2003-07-01
5126 Golden Leaf Trl,253000,81034414029,2004-08-01
5129 Golden Leaf Trl,243000,81034408254,2016-02-01
5129 Golden Leaf Trl,211000,81034408254,2014-03-01
5129 Golden Leaf Trl,220000,81034408254,2005-06-01
5129 Golden Leaf Trl,187000,81034408254,2002-04-01
5130 Golden Leaf Trl,260000,81034414011,2015-04-01
5133 Golden Leaf Trl,305000,81034408262,2017-07-01
5133 Golden Leaf Trl,224600,81034408262,2002-05-01
5141 Golden Leaf Trl,220000,81034408288,2016-04-01
5141 Golden Leaf Trl,194500,81034408288,2011-06-01
5141 Golden Leaf Trl,173400,81034408288,2002-05-01
5205 Golden Leaf Trl,200000,81034408303,2013-03-01
5205 Golden Leaf Trl,216900,81034408303,2008-06-01
5205 Golden Leaf Trl,186900,81034408303,2004-06-01
5209 Golden Leaf Trl,236900,81034408311,2006-06-01
5305 Golden Leaf Trl,200000,81034406026,2011-04-01
5305 Golden Leaf Trl,207000,81034406026,2004-04-01
5309 Golden Leaf Trl,191318,81034406034,2015-09-01
5313 Golden Leaf Trl,248000,81034406042,2015-05-01
5313 Golden Leaf Trl,237500,81034406042,2011-07-01
5317 Golden Leaf Trl,185000,81034406050,2014-06-01
5321 Golden Leaf Trl,237000,81034406068,2006-05-01
5325 Golden Leaf Trl,233000,81034406076,2006-05-01
5333 Golden Leaf Trl,190900,81034406092,2002-06-01
5337 Golden Leaf Trl,181800,81034406109,2002-11-01
5401 Golden Leaf Trl,186800,81034406117,2002-07-01
5405 Golden Leaf Trl,255000,81034406125,2017-12-01
5405 Golden Leaf Trl,199900,81034406125,2014-03-01
5405 Golden Leaf Trl,219900,81034406125,2008-05-01
5405 Golden Leaf Trl,184600,81034406125,2002-10-01
5406 Golden Leaf Trl,180400,81034403155,2002-09-01
5410 Golden Leaf Trl,215000,81034403147,2016-09-01
5410 Golden Leaf Trl,187000,81034403147,2013-04-01
5410 Golden Leaf Trl,179900,81034403147,2002-09-01
5413 Golden Leaf Trl,177700,81034406133,2003-01-01
5414 Golden Leaf Trl,194700,81034403139,2003-08-01
5418 Golden Leaf Trl,208000,81034403121,2016-01-01
5418 Golden Leaf Trl,183500,81034403121,2011-04-01
5418 Golden Leaf Trl,200000,81034403121,2009-07-01
5418 Golden Leaf Trl,183700,81034403121,2003-05-01
5421 Golden Leaf Trl,247900,81034406141,2006-03-01
5421 Golden Leaf Trl,222100,81034406141,2003-01-01
5422 Golden Leaf Trl,195000,81034403113,2009-05-01
5422 Golden Leaf Trl,167000,81034403113,2003-03-01
5101 Hazelcrest Dr,225900,81034413170,2016-10-01
5101 Hazelcrest Dr,212000,81034413170,2006-06-01
5102 Hazelcrest Dr,198500,81034408171,2007-08-01
5105 Hazelcrest Dr,220000,81034413188,2009-05-01
5105 Hazelcrest Dr,211000,81034413188,2006-05-01
5105 Hazelcrest Dr,189900,81034413188,2004-03-01
5109 Hazelcrest Dr,209000,81034413196,2013-05-01
5113 Hazelcrest Dr,225000,81034413203,2007-05-01
5113 Hazelcrest Dr,200000,81034413203,2005-09-01
5114 Hazelcrest Dr,216000,81034408155,2011-03-01
5114 Hazelcrest Dr,254900,81034408155,2006-06-01
5117 Hazelcrest Dr,230000,81034413211,2006-02-01
5118 Hazelcrest Dr,195000,81034408147,2003-04-01
5121 Hazelcrest Dr,215000,81034413229,2009-06-01
5122 Hazelcrest Dr,209900,81034408139,2005-06-01
5125 Hazelcrest Dr,260000,81034413237,2006-09-01
5130 Hazelcrest Dr,223900,81034408113,2014-12-01
5130 Hazelcrest Dr,225000,81034408113,2007-05-01
5134 Hazelcrest Dr,207000,81034408105,2008-12-01
5137 Hazelcrest Dr,193800,81034413261,2004-09-01
5142 Hazelcrest Dr,220000,81034408080,2005-08-01
5145 Hazelcrest Dr,250000,81034413287,2017-07-01
5145 Hazelcrest Dr,215000,81034413287,2004-09-01
5145 Hazelcrest Dr,183900,81034413287,2002-10-01
5146 Hazelcrest Dr,256500,81034408072,2016-12-01
5146 Hazelcrest Dr,217000,81034408072,2007-01-01
5146 Hazelcrest Dr,249900,81034408072,2005-03-01
5202 Hazelcrest Dr,280000,81034408056,2010-11-01
5206 Hazelcrest Dr,215900,81034408048,2002-10-01
5306 Hazelcrest Dr,265900,81034406240,2015-10-01
5310 Hazelcrest Dr,182900,81034406232,2002-05-01
5314 Hazelcrest Dr,209900,81034406224,2002-04-01
5318 Hazelcrest Dr,187100,81034406216,2003-11-01
5322 Hazelcrest Dr,196800,81034406208,2004-02-01
5402 Hazelcrest Dr,219900,81034406191,2009-07-01
5402 Hazelcrest Dr,192400,81034406191,2003-10-01
5406 Hazelcrest Dr,191700,81034406183,2003-10-01
5410 Hazelcrest Dr,215000,81034406175,2006-05-01
5410 Hazelcrest Dr,190600,81034406175,2003-10-01
5413 Hazelcrest Dr,210500,81034404054,2003-10-01
5414 Hazelcrest Dr,198000,81034406167,2014-06-01
5414 Hazelcrest Dr,191500,81034406167,2003-10-01
5417 Hazelcrest Dr,204000,81034404062,2004-02-01
5418 Hazelcrest Dr,210000,81034406159,2006-08-01
5418 Hazelcrest Dr,193300,81034406159,2003-11-01
5421 Hazelcrest Dr,230000,81034404070,2016-08-01
5421 Hazelcrest Dr,211000,81034404070,2014-08-01
5421 Hazelcrest Dr,223500,81034404070,2007-07-01
5421 Hazelcrest Dr,209900,81034404070,2005-03-01
5421 Hazelcrest Dr,183600,81034404070,2003-02-01
5425 Hazelcrest Dr,203100,81034404088,2013-05-01
5425 Hazelcrest Dr,222900,81034404088,2007-06-01
5425 Hazelcrest Dr,184000,81034404088,2002-12-01
5429 Hazelcrest Dr,223000,81034404096,2017-03-01
5429 Hazelcrest Dr,186400,81034404096,2003-01-01
5433 Hazelcrest Dr,257100,81034404103,2003-04-01
5437 Hazelcrest Dr,220000,81034404111,2006-09-01
5437 Hazelcrest Dr,177100,81034404111,2003-04-01
5441 Hazelcrest Dr,190000,81034404129,2009-04-01
5441 Hazelcrest Dr,181400,81034404129,2003-03-01
5445 Hazelcrest Dr,179100,81034404137,2003-05-01
709 Holy Cross Way,255000,81034418089,2016-03-01
716 Holy Cross Way,293631,81034404236,2017-07-01
717 Holy Cross Way,280365,81034418097,2016-12-01
733 Holy Cross Way,250000,81034418112,2015-07-01
741 Holy Cross Way,232400,81034418120,2016-03-01
749 Holy Cross Way,238906,81034418138,2016-09-01
757 Holy Cross Way,268500,81034418146,2016-07-01
1 Homewood Cir,238500,81034205064,2016-05-01
2 Homewood Cir,174500,81034205014,2002-09-01
10 Homewood Cir,195000,81034205030,2014-12-01
5401 Katie Ln,172200,81034416017,2002-10-01
5405 Katie Ln,186500,81034416025,2014-10-01
5405 Katie Ln,188700,81034416025,2002-11-01
5406 Katie Ln,184900,81034403014,2004-10-01
5406 Katie Ln,173100,81034403014,2002-04-01
5409 Katie Ln,182900,81034416033,2002-10-01
5413 Katie Ln,218500,81034416041,2005-04-01
5413 Katie Ln,194200,81034416041,2002-07-01
5414 Katie Ln,177900,81034403212,2003-03-01
5417 Katie Ln,212000,81034416059,2016-07-01
5417 Katie Ln,208000,81034416059,2005-09-01
5417 Katie Ln,198600,81034416059,2003-03-01
5418 Katie Ln,195000,81034403204,2009-10-01
5418 Katie Ln,182295,81034403204,2006-08-01
5418 Katie Ln,184000,81034403204,2003-03-01
5421 Katie Ln,205000,81034416067,2014-10-01
5421 Katie Ln,211000,81034416067,2010-03-01
5421 Katie Ln,205000,81034416067,2005-05-01
5421 Katie Ln,190800,81034416067,2003-06-01
5422 Katie Ln,218500,81034403197,2007-08-01
5422 Katie Ln,187700,81034403197,2003-04-01
5425 Katie Ln,200000,81034416075,2009-11-01
5425 Katie Ln,220000,81034416075,2008-05-01
5425 Katie Ln,198900,81034416075,2002-06-01
5426 Katie Ln,189000,81034403189,2003-03-01
5429 Katie Ln,209000,81034416083,2002-07-01
5430 Katie Ln,214900,81034403171,2005-12-01
5430 Katie Ln,187000,81034403171,2003-02-01
5433 Katie Ln,239000,81034416091,2017-08-01
5433 Katie Ln,193000,81034416091,2012-09-01
5433 Katie Ln,215000,81034416091,2008-01-01
5433 Katie Ln,204800,81034416091,2005-04-01
5433 Katie Ln,167000,81034416091,2002-03-01
5434 Katie Ln,226000,81034403163,2006-07-01
5434 Katie Ln,185000,81034403163,2004-05-01
5434 Katie Ln,168000,81034403163,2002-12-01
4809 Kingsford Way,190000,81034207094,2015-05-01
4812 Kingsford Way,186900,81034205361,2014-12-01
4812 Kingsford Way,213000,81034205361,2007-06-01
4813 Kingsford Way,195000,81034207086,2009-09-01
4817 Kingsford Way,199900,81034207078,2008-03-01
4818 Kingsford Way,220000,81034205379,2015-02-01
4818 Kingsford Way,204500,81034205379,2013-01-01
4818 Kingsford Way,210000,81034205379,2004-06-01
4822 Kingsford Way,240000,81034205387,2006-06-01
4822 Kingsford Way,204900,81034205387,2003-07-01
5 Merrick Ct,235200,81034402066,2009-06-01
5 Merrick Ct,221000,81034402066,2003-10-01
9 Merrick Ct,211000,81034402058,2002-09-01
737 Mesta Ln,172000,81034413138,2003-03-01
5005 Oak Valley Dr,177000,81034105024,2004-04-01
5009 Oak Valley Dr,249900,81034105032,2008-04-01
5010 Oak Valley Dr,196000,81034104042,2005-01-01
5010 Oak Valley Dr,195500,81034104042,2004-11-01
5105 Oak Valley Dr,205200,81034106022,2016-02-01
5105 Oak Valley Dr,193200,81034106022,2009-07-01
5109 Oak Valley Dr,214000,81034106030,2012-06-01
5110 Oak Valley Dr,219900,81034103127,2005-06-01
5113 Oak Valley Dr,212500,81034106048,2007-08-01
5118 Oak Valley Dr,196900,81034103101,2003-04-01
5121 Oak Valley Dr,190000,81034106064,2015-03-01
5121 Oak Valley Dr,169000,81034106064,2012-10-01
5121 Oak Valley Dr,173900,81034106064,2003-03-01
5121 Oak Valley Dr,162900,81034106064,2002-02-01
5122 Oak Valley Dr,200000,81034103094,2004-12-01
5122 Oak Valley Dr,179900,81034103094,2002-11-01
5126 Oak Valley Dr,185000,81034103086,2003-08-01
5129 Oak Valley Dr,192800,81034106080,2012-05-01
5129 Oak Valley Dr,194900,81034106080,2004-05-01
5134 Oak Valley Dr,193000,81034103060,2014-05-01
5134 Oak Valley Dr,197000,81034103060,2009-08-01
5134 Oak Valley Dr,190000,81034103060,2004-05-01
5142 Oak Valley Dr,197500,81034103044,2006-11-01
5145 Oak Valley Dr,249000,81034106121,2005-07-01
5146 Oak Valley Dr,202500,81034103036,2012-09-01
5146 Oak Valley Dr,210000,81034103036,2009-05-01
5146 Oak Valley Dr,207500,81034103036,2004-04-01
5150 Oak Valley Dr,212500,81034103028,2014-07-01
5150 Oak Valley Dr,218000,81034103028,2010-04-01
5150 Oak Valley Dr,227000,81034103028,2005-12-01
5153 Oak Valley Dr,204900,81034106147,2008-08-01
5201 Oak Valley Dr,181500,81034106155,2004-01-01
5205 Oak Valley Dr,229200,81034106163,2017-03-01
5205 Oak Valley Dr,218000,81034106163,2006-02-01
5206 Oak Valley Dr,170000,81034102070,2013-10-01
5209 Oak Valley Dr,215000,81034106171,2005-02-01
5210 Oak Valley Dr,205000,81034102062,2004-05-01
5214 Oak Valley Dr,215000,81034102054,2006-07-01
5218 Oak Valley Dr,228000,81034102046,2017-10-01
5218 Oak Valley Dr,183000,81034102046,2013-11-01
5218 Oak Valley Dr,211500,81034102046,2005-07-01
5301 Park Meadow Dr,237000,81034111063,2006-08-01
5306 Park Meadow Dr,176100,81034108383,2011-04-01
5306 Park Meadow Dr,200000,81034108383,2006-02-01
5306 Park Meadow Dr,181400,81034108383,2003-10-01
5310 Park Meadow Dr,169900,81034108408,2004-06-01
5311 Park Meadow Dr,197500,81034111154,2016-02-01
5311 Park Meadow Dr,202500,81034111154,2006-07-01
5311 Park Meadow Dr,183500,81034111154,2004-04-01
5312 Park Meadow Dr,163000,81034108416,2004-05-01
5314 Park Meadow Dr,151000,81034108424,2003-12-01
5316 Park Meadow Dr,157000,81034108432,2005-01-01
5317 Park Meadow Dr,249900,81034111162,2017-06-01
5317 Park Meadow Dr,204000,81034111162,2013-09-01
5317 Park Meadow Dr,209900,81034111162,2004-07-01
5318 Park Meadow Dr,211900,81034108440,2017-10-01
5320 Park Meadow Dr,159900,81034108458,2004-07-01
5322 Park Meadow Dr,205000,81034108466,2007-04-01
5324 Park Meadow Dr,149000,81034108474,2003-09-01
5325 Park Meadow Dr,189500,81034114108,2004-06-01
5326 Park Meadow Dr,149000,81034108482,2003-10-01
5328 Park Meadow Dr,192000,81034108490,2007-07-01
5332 Park Meadow Dr,194000,81034401018,2016-04-01
5332 Park Meadow Dr,170600,81034401018,2003-11-01
5333 Park Meadow Dr,230000,81034402222,2016-09-01
5333 Park Meadow Dr,199000,81034402222,2007-06-01
5336 Park Meadow Dr,203000,81034401026,2006-06-01
5337 Park Meadow Dr,226900,81034402214,2004-08-01
5401 Park Meadow Dr,218000,81034402206,2004-05-01
5402 Park Meadow Dr,205000,81034416190,2010-05-01
5402 Park Meadow Dr,204000,81034416190,2006-10-01
5405 Park Meadow Dr,227000,81034402199,2009-10-01
5405 Park Meadow Dr,215500,81034402199,2005-05-01
5405 Park Meadow Dr,184000,81034402199,2002-12-01
5406 Park Meadow Dr,209000,81034416182,2016-04-01
5409 Park Meadow Dr,299900,81034402181,2017-02-01
5409 Park Meadow Dr,275900,81034402181,2015-12-01
5409 Park Meadow Dr,327500,81034402181,2005-03-01
5417 Park Meadow Dr,213500,81034402165,2007-12-01
5418 Park Meadow Dr,180000,81034416158,2003-08-01
5422 Park Meadow Dr,185000,81034416140,2002-07-01
5425 Park Meadow Dr,250000,81034402149,2006-04-01
5425 Park Meadow Dr,205000,81034402149,2002-04-01
5429 Park Meadow Dr,198000,81034402131,2004-06-01
5430 Park Meadow Dr,220000,81034416124,2007-07-01
5430 Park Meadow Dr,185300,81034416124,2004-02-01
5430 Park Meadow Dr,174900,81034416124,2002-01-01
5433 Park Meadow Dr,193500,81034402123,2002-05-01
5434 Park Meadow Dr,207500,81034416116,2008-06-01
5437 Park Meadow Dr,224500,81034402115,2004-09-01
5438 Park Meadow Dr,210000,81034416108,2016-11-01
5438 Park Meadow Dr,173800,81034416108,2003-04-01
5109 Prairie Rose Rd,212000,81034412031,2008-09-01
5113 Prairie Rose Rd,172000,81034412049,2002-05-01
5117 Prairie Rose Rd,205000,81034412057,2014-06-01
5117 Prairie Rose Rd,165000,81034412057,2002-01-01
5118 Prairie Rose Rd,204400,81034409179,2005-11-01
5121 Prairie Rose Rd,202500,81034412065,2017-06-01
5121 Prairie Rose Rd,189900,81034412065,2006-07-01
5122 Prairie Rose Rd,198425,81034409161,2011-05-01
5122 Prairie Rose Rd,182500,81034409161,2003-05-01
5125 Prairie Rose Rd,225500,81034412073,2005-05-01
5130 Prairie Rose Rd,192000,81034409145,2012-07-01
5133 Prairie Rose Rd,188900,81034412099,2005-11-01
5133 Prairie Rose Rd,162500,81034412099,2002-07-01
5137 Prairie Rose Rd,175000,81034412106,2003-05-01
5138 Prairie Rose Rd,240000,81034409129,2003-06-01
5141 Prairie Rose Rd,274500,81034412114,2016-06-01
5141 Prairie Rose Rd,257000,81034412114,2004-12-01
5141 Prairie Rose Rd,238000,81034412114,2002-09-01
5142 Prairie Rose Rd,220000,81034409111,2016-07-01
5142 Prairie Rose Rd,190000,81034409111,2004-04-01
5202 Prairie Rose Rd,292000,81034409103,2016-04-01
5202 Prairie Rose Rd,234000,81034409103,2005-06-01
5206 Prairie Rose Rd,250000,81034409096,2014-07-01
6 Prentice Pl,143000,81034309212,2014-11-01
14 Prentice Pl,212500,81034309197,2017-09-01
18 Prentice Pl,184500,81034309189,2015-05-01
18 Prentice Pl,186500,81034309189,2008-07-01
32 Prentice Pl,181500,81034309147,2003-04-01
33 Prentice Pl,207900,81034309121,2006-09-01
33 Prentice Pl,159000,81034309121,2002-06-01
37 Prentice Pl,166000,81034309139,2012-11-01
37 Prentice Pl,209000,81034309139,2007-07-01
5105 Ridge Oak Dr,216000,81034107020,2017-10-01
5105 Ridge Oak Dr,191000,81034107020,2006-04-01
5106 Ridge Oak Dr,194000,81034106535,2010-03-01
5106 Ridge Oak Dr,189600,81034106535,2008-02-01
5106 Ridge Oak Dr,169700,81034106535,2003-09-01
5109 Ridge Oak Dr,174900,81034107038,2002-10-01
5110 Ridge Oak Dr,204000,81034106543,2015-07-01
5110 Ridge Oak Dr,172500,81034106543,2004-06-01
5117 Ridge Oak Dr,165000,81034107054,2002-09-01
5125 Ridge Oak Dr,160900,81034107070,2002-10-01
5130 Ridge Oak Dr,215000,81034106494,2016-06-01
5130 Ridge Oak Dr,186000,81034106494,2004-10-01
5137 Ridge Oak Dr,186000,81034107103,2013-09-01
5137 Ridge Oak Dr,184900,81034107103,2004-08-01
5157 Ridge Oak Dr,201000,81034107153,2005-07-01
5157 Ridge Oak Dr,164900,81034107153,2002-06-01
5158 Ridge Oak Dr,172000,81034106402,2002-10-01
5162 Ridge Oak Dr,209900,81034106410,2017-03-01
5162 Ridge Oak Dr,192000,81034106410,2006-09-01
5165 Ridge Oak Dr,183500,81034107179,2014-10-01
5166 Ridge Oak Dr,220000,81034106387,2016-08-01
5166 Ridge Oak Dr,167500,81034106387,2012-02-01
5169 Ridge Oak Dr,157000,81034107187,2002-05-01
5170 Ridge Oak Dr,207000,81034106395,2004-12-01
5177 Ridge Oak Dr,188000,81034107202,2004-10-01
5178 Ridge Oak Dr,166000,81034106353,2002-07-01
5181 Ridge Oak Dr,193000,81034107210,2009-06-01
5182 Ridge Oak Dr,164900,81034106361,2003-05-01
5202 Ridge Oak Dr,203000,81034106337,2015-08-01
5202 Ridge Oak Dr,201000,81034106337,2009-06-01
5202 Ridge Oak Dr,168000,81034106337,2003-08-01
5205 Ridge Oak Dr,183000,81034107236,2013-12-01
5205 Ridge Oak Dr,213000,81034107236,2007-07-01
5205 Ridge Oak Dr,195000,81034107236,2004-09-01
5206 Ridge Oak Dr,187300,81034106345,2009-05-01
5213 Ridge Oak Dr,169400,81034107252,2003-08-01
5214 Ridge Oak Dr,175000,81034106303,2014-04-01
5218 Ridge Oak Dr,174500,81034106311,2015-01-01
5218 Ridge Oak Dr,150000,81034106311,2002-12-01
5221 Ridge Oak Dr,173000,81034107278,2007-04-01
5222 Ridge Oak Dr,183000,81034106288,2010-07-01
5226 Ridge Oak Dr,220000,81034106296,2016-11-01
5233 Ridge Oak Dr,200000,81034107301,2006-10-01
5233 Ridge Oak Dr,204000,81034107301,2002-10-01
5234 Ridge Oak Dr,194000,81034106254,2007-07-01
5234 Ridge Oak Dr,155000,81034106254,2002-04-01
5237 Ridge Oak Dr,195000,81034107319,2004-09-01
5241 Ridge Oak Dr,222800,81034107327,2017-06-01
5241 Ridge Oak Dr,177500,81034107327,2014-08-01
5241 Ridge Oak Dr,210000,81034107327,2008-10-01
5242 Ridge Oak Dr,179900,81034106238,2007-06-01
5242 Ridge Oak Dr,141500,81034106238,2002-09-01
5246 Ridge Oak Dr,181500,81034106246,2013-08-01
5246 Ridge Oak Dr,177000,81034106246,2011-04-01
5246 Ridge Oak Dr,176000,81034106246,2003-05-01
5253 Ridge Oak Dr,174900,81034107351,2002-06-01
5257 Ridge Oak Dr,169000,81034107369,2004-08-01
5258 Ridge Oak Dr,186000,81034106212,2010-04-01
5258 Ridge Oak Dr,163000,81034106212,2003-03-01
1102 Southridge Dr,223000,81034107591,2008-07-01
1104 Southridge Dr,227500,81034107616,2004-06-01
1110 Southridge Ct,438530,81034107575,2007-04-01
1114 Southridge Ct,286500,81034107567,2011-11-01
1122 Southridge Ct,344300,81034107541,2005-08-01
1126 Southridge Ct,290165,81034107533,2011-07-01
1134 Southridge Ct,309900,81034107525,2012-07-01
1134 Southridge Ct,366300,81034107525,2005-09-01
1201 Southridge Dr,180000,81034109167,2014-05-01
1201 Southridge Dr,194000,81034109167,2004-09-01
1202 Southridge Dr,192000,81034107624,2009-07-01
1205 Southridge Dr,185000,81034109175,2011-04-01
1205 Southridge Dr,181500,81034109175,2004-05-01
1209 Southridge Dr,185000,81034109183,2013-02-01
1210 Southridge Dr,239900,81034107640,2017-06-01
1213 Southridge Dr,203900,81034109191,2006-03-01
1217 Southridge Dr,172000,81034109208,2002-07-01
1218 Southridge Dr,223500,81034107666,2015-07-01
1218 Southridge Dr,192000,81034107666,2004-06-01
1225 Southridge Dr,225000,81034109224,2016-05-01
1229 Southridge Dr,193195,81034109232,2012-05-01
1229 Southridge Dr,210000,81034109232,2009-06-01
1233 Southridge Dr,186000,81034109240,2014-06-01
1234 Southridge Dr,220500,81034107484,2006-09-01
1238 Southridge Dr,238000,81034107476,2017-12-01
1238 Southridge Dr,187900,81034107476,2014-09-01
10 Stone Corner Cir,263000,81034102202,2003-10-01
14 Stone Corner Cir,258000,81034102195,2016-07-01
15 Stone Corner Cir,215000,81034102187,2015-11-01
15 Stone Corner Cir,225000,81034102187,2005-04-01
5213 Summer Ridge Dr,198000,81034102103,2005-02-01
5214 Summer Ridge Dr,178000,81034101155,2003-04-01
5218 Summer Ridge Dr,217900,81034101147,2014-11-01
5218 Summer Ridge Dr,201000,81034101147,2009-08-01
5221 Summer Ridge Dr,221500,81034102111,2008-04-01
5221 Summer Ridge Dr,197500,81034102111,2004-10-01
5230 Summer Ridge Dr,283500,81034101113,2005-08-01
5230 Summer Ridge Dr,273000,81034101113,2004-06-01
5230 Summer Ridge Dr,260000,81034101113,2003-06-01
5234 Summer Ridge Dr,284600,81034101105,2007-10-01
5234 Summer Ridge Dr,244900,81034101105,2002-11-01
5237 Summer Ridge Dr,239900,81034102137,2006-04-01
5242 Summer Ridge Dr,288000,81034101080,2016-01-01
5249 Summer Ridge Dr,218000,81034102145,2005-10-01
5254 Summer Ridge Dr,265500,81034101056,2016-09-01
5257 Summer Ridge Dr,219900,81034102161,2004-07-01
5257 Summer Ridge Dr,205200,81034102161,2003-10-01
5265 Summer Ridge Dr,241000,81034102228,2006-12-01
5266 Summer Ridge Dr,216000,81034101022,2015-08-01
5270 Summer Ridge Dr,220000,81034101014,2016-05-01
5270 Summer Ridge Dr,201500,81034101014,2006-10-01
5270 Summer Ridge Dr,169900,81034101014,2003-12-01
1025 N Thompson Dr,212500,81034415077,2007-01-01
1051 N Thompson Dr,225000,81034415093,2008-08-01
1101 N Thompson Dr,155000,81034119017,2004-08-01
1102 N Thompson Dr,149900,81034206145,2002-11-01
1105 N Thompson Dr,192500,81034119025,2008-12-01
1105 N Thompson Dr,206000,81034119025,2005-06-01
1106 N Thompson Dr,179900,81034206153,2015-06-01
1109 N Thompson Dr,190000,81034119033,2013-04-01
1109 N Thompson Dr,218100,81034119033,2005-06-01
1110 N Thompson Dr,177000,81034206161,2016-04-01
1110 N Thompson Dr,172500,81034206161,2005-05-01
1122 N Thompson Dr,177000,81034206195,2011-08-01
1122 N Thompson Dr,173000,81034206195,2003-05-01
1301 N Thompson Dr,180000,81034104068,2009-10-01
1301 N Thompson Dr,170000,81034104068,2004-05-01
1305 N Thompson Dr,230000,81034104076,2006-03-01
821 Tony Dr,187500,81034401216,2014-05-01
821 Tony Dr,171500,81034401216,2003-06-01
825 Tony Dr,194000,81034401208,2015-06-01
825 Tony Dr,181000,81034401208,2005-06-01
825 Tony Dr,167000,81034401208,2003-08-01
901 Tony Dr,170500,81034401191,2003-07-01
902 Tony Dr,187900,81034403105,2012-06-01
902 Tony Dr,167000,81034403105,2003-02-01
905 Tony Dr,180100,81034401183,2003-07-01
906 Tony Dr,187000,81034403098,2013-06-01
906 Tony Dr,204000,81034403098,2006-10-01
906 Tony Dr,188700,81034403098,2003-09-01
909 Tony Dr,205500,81034401175,2015-08-01
909 Tony Dr,171900,81034401175,2003-04-01
910 Tony Dr,197100,81034403080,2003-08-01
913 Tony Dr,182200,81034401167,2003-04-01
914 Tony Dr,184800,81034403072,2003-03-01
917 Tony Dr,165400,81034401159,2003-03-01
918 Tony Dr,180000,81034403064,2011-12-01
918 Tony Dr,209000,81034403064,2004-08-01
918 Tony Dr,185900,81034403064,2003-04-01
921 Tony Dr,210000,81034401141,2016-10-01
921 Tony Dr,193600,81034401141,2003-05-01
922 Tony Dr,203000,81034403056,2015-09-01
922 Tony Dr,199500,81034403056,2003-06-01
925 Tony Dr,190900,81034401133,2003-01-01
926 Tony Dr,207500,81034403048,2007-11-01
926 Tony Dr,179500,81034403048,2003-07-01
929 Tony Dr,189900,81034401125,2006-09-01
929 Tony Dr,172300,81034401125,2003-11-01
930 Tony Dr,170000,81034403030,2003-07-01
933 Tony Dr,186500,81034401117,2004-12-01
933 Tony Dr,178400,81034401117,2003-05-01
934 Tony Dr,182900,81034403022,2003-05-01
937 Tony Dr,186900,81034401109,2003-08-01
941 Tony Dr,184900,81034401092,2003-12-01
945 Tony Dr,169900,81034401084,2002-07-01
949 Tony Dr,225000,81034401076,2017-09-01
949 Tony Dr,208000,81034401076,2016-07-01
953 Tony Dr,170300,81034401068,2003-03-01
1001 Tony Dr,189000,81034401050,2014-05-01
1001 Tony Dr,190000,81034401050,2009-09-01
1001 Tony Dr,182100,81034401050,2002-06-01
1005 Tony Dr,199900,81034401042,2008-03-01
1005 Tony Dr,171500,81034401042,2002-08-01
1009 Tony Dr,177400,81034401034,2013-05-01
1009 Tony Dr,180000,81034401034,2009-05-01
1009 Tony Dr,179000,81034401034,2004-08-01
801 Twin Pines Dr,180000,81034409187,2011-08-01
801 Twin Pines Dr,187000,81034409187,2004-08-01
801 Twin Pines Dr,169900,81034409187,2002-11-01
802 Twin Pines Dr,213500,81034413120,2007-03-01
806 Twin Pines Dr,194000,81034413112,2004-03-01
806 Twin Pines Dr,204400,81034413112,2004-12-01
810 Twin Pines Dr,225000,81034413104,2015-05-01
810 Twin Pines Dr,216000,81034413104,2007-05-01
810 Twin Pines Dr,214000,81034413104,2004-05-01
814 Twin Pines Dr,250000,81034413097,2017-06-01
817 Twin Pines Dr,185000,81034409202,2015-05-01
817 Twin Pines Dr,199900,81034409202,2004-03-01
818 Twin Pines Dr,216500,81034413089,2004-08-01
821 Twin Pines Dr,222900,81034409210,2005-09-01
825 Twin Pines Dr,222500,81034409228,2015-06-01
825 Twin Pines Dr,223300,81034409228,2009-06-01
826 Twin Pines Dr,265000,81034413063,2017-05-01
826 Twin Pines Dr,237000,81034413063,2015-09-01
826 Twin Pines Dr,245000,81034413063,2005-09-01
833 Twin Pines Dr,179200,81034409244,2003-08-01
834 Twin Pines Dr,214000,81034413047,2015-03-01
837 Twin Pines Dr,185000,81034409252,2003-05-01
838 Twin Pines Dr,210000,81034413039,2011-03-01
841 Twin Pines Dr,213000,81034409260,2005-06-01
845 Twin Pines Dr,190000,81034409278,2003-06-01
901 Twin Pines Dr,216000,81034409286,2004-05-01
909 Twin Pines Dr,216500,81034409301,2004-10-01
